clean_sentence,dyslexic_sentence,error_type
අද කැලේ ගියා,අද කැලේ ගියා,no_error
අක්කා ගැන කතා කරනවා,අක්ක ගැන කතාකරනව,grammar
පසරළ බස බලන්න,පසරල බස බලන්න,phonetic_confusion
අද ඉඳලා අලුත් වැඩක් පටන්ගන්නවා.,අද ඉඳල අලුත් වැඩක් පටන්ගන්නව,Spelling
ළමිස්සි ලස්සනයි,ලමිස්සි ලස්සනයි,Phonetic Confusion
අක්කා ආවා,අක්කා ආවා,no_error
අද ඉස්කෝලෙට ගියේ නෑ.,අද ඉස්කෝලෙට ගියෙ නෑ.,Phonetic Confusion
පොඩ්ඩක් ඉන්නකෝ,පොඩ්ඩක් ඉන්නකො,grammar
තාත්තා හෙට ගෙදර එනවා,තාත්ත බඩියා ගෙදර එනවා,Phonetic Confusion
ගඟට යන්න,ගඟටඩ යන්න,unknown
මාමා හරි හොඳ මිනිහෙක්.,මාමා හරි හොඳ මිනිහෙක්.,no_error
මම හෙට එනවා කිව්වා.,මම හෙට එනවා කිව්ව,Spelling
අඹ ගෙඩිය රසයි.,අඹ ගෙඩිය රහයි.,phonetic
ගෙදර යන්න ඕනෙ,ගෙදර යන්න ඕනෙ,no_error
ළමයා බයට අඬනවා.,ලමය බයට ඇඩනව.,Phonetic Confusion
මට බස් එකේ යන්න ඕනෙ.,මට බස් එකේ යන්න ඕනෙ.,no_error
අම්මා බත් උයනවා නේ.,අම්මා බත් උයනවා ඩෑ.,Visual Reversal
පුටුව කැඩුවා,පුටුව කඩල,unknown
අද මම බයික් එකේ යනවා.,අද මම බය්ක් එකෙ යනව,Spoken vs Written
වතුර එක ගෙනාවා.,වතුර එක ගෙනාව,Grammar
කිරි බීබී සිනාසෙනවා,කිරි බිබි සිනාසෙනවා,grammar
දුර නැහැනේ,දුර නනවා,Phonetic Confusion
කට්ටිය ගියා.,කට්ටිය ගියා.,no_error
සරස්වතීගේ නම,සරස්වතීගේ නම,no_error
අද ඉඳන් වැඩ පටන්ගන්නවා,අද ඉඳන් වැඩ පටන්ගන්නව,Grammar
ගමනක් යන්න ඕනේ,ගමනක් යන්න ඔනි,Grammar
පුටුවේ උඩ ඉඳගන්න.,පුටුෙව උඩ ඉඳගන්න.,scrambling
පොතේ පටන එක හොඳයි.,පොතේ පඩන එක හොදයි,visual reversal
මාළු ටික හරිම ලස්සනයි.,මාලූ ටික හරිම ලස්සනයී,Spelling
දුරකථනය නරකට තිබුණා.,දුරකථනය නරකට තිබුණා.,no_error
කඩෙන් පාන් ගේනවා.,කඩෙන් පාන් ගේනවා.,no_error
උඩ බලනකොට ලස්සන හඳක් තියෙනවා.,උඩ බලනකොට ලස්සන හදක් තියෙනව,Phonetic Confusion (D/Da)
එයා ගියා හෙට එනවා කියලා.,එයා ගියා හෙට එනව කියල.,Grammar
කමක් නැහැ,කමක් නැත,grammar
බැලුම ලස්සනයි,ඩයිරුම ලස්සනයි,unknown
දුටු සැනින් හිත ගියා මගේ මන බඳින,දුටු සැනින් හිත ගියා මගේ මන බන්දින,unknown
ඔයාල එන්න කියලා කිව්වා.,ඔයාල එන්න කියල කිව.,unknown
පොඩ්ඩිට ඉස්කෝලේ යන්න ඕනෑ.,පොඩිට ඉස්කොලෙ යන්ඩ ඕනෑ.,grammar
කවදද ගමේ යන්නෙ,කවදද ගමේ යනනෙ,phonetic
මම අද ගෙදර ඉන්නවා.,ම0 අද ගෙදර ඉන්නව,Visual
සතුටුයි සහෝදරයා,සතූටුයි සහොදරය,phonetic
පොළවේ වැලි තියෙනවා,පොලවෙ වැලි තියෙනව,phonetic
සඳළුතලය ලස්සනයි,සදලුතලය ලස්සනයි,phonetic
රස්සාව කරන්න,රස්සව කරන්න,Grammar
හඳ පාන වගේ මූණ,හඳ පාන වගේ මූණ,no_error
පොත බලන්න.,පොත බලන්න.,no_error
පන්ති යන්න සූදානම් වෙන්නත් ඕනේ,පන්ති යන්න සිරිමටත් ඔනේ,Phonetic
මම කඩේට ගියා,කඩෙට ගියා මම,unknown
හෙට මම නුවරට යනවා.,හෙට මම නුවරට යනවා.,no_error
වත්ත ලස්සනයි,ගාඩ්නෙ එක ලස්සනයි,phonetic confusion
අද ඉස්කෝලෙට ගියේ නැහැ.,අද ඉස්කොලෙට ගියේ නත.,phonetic
කතාව ඇහුවා,කතව ඇහුව,grammar
අපිත් එන්නම් පස්සේ,අපිත් එන්නම් පස්සෙ,Phonetic Confusion
පනින්න,පැනඩ්න්,phonetic
මම පන්තියට යනවාට වඩා පොතක් කියවන එකයි ලස්සන.,මං පන්ති යනවාට වඩා පොතක් කියවනව ල්සයි.,Grammar
උඩරට නැටුම ලස්සණයි,උඩරට නැටුම ලස්සනයි,න/ණ
සඳ එළිය වැටීලා,සදු එලිය වැටීල,phonetic
අප්පච්චි කිරිබත් කෑවා.,අප්පච්චි කිරිබත් කෑවා.,no_error
"{""correction"": ""අම්මා මට බත් උයනවා."", ""analysis"": [{""type"": ""Phonetic Confusion"", ""original"": ""ඉදනව"", ""corrected"": ""උයනවා"", ""reason"": ""Confusion between 'ඉ' and 'උ' sounds.""},]}","{""correction"": ""අම්මා මට බත් උයනවා."", ""analysis"": [{""type"": ""Phonetic Confusion"", ""original"": ""ඉදනව"", ""corrected"": ""උයනවා"", ""reason"": ""Confusion between 'ඉ' and 'උ' sounds.""},]}",no_error
මට පොතක් ඕන වෙලා තියෙනවා.,මට පොතක් ඕනිවෙලා තියෙනව.,spoken vs written
කරුණාගෙ කඩේට යමු,කරුන්ගෙ කඩෙට යමු,Phonetic Confusion
පොඩ්ඩක් ඉන්න.,පොඩ්ඩක් ඉන්න,grammar
මල්ලි ගෙදර යනවා,මල්ලි ගෙදර යනවා,no_error
අහසේ තරු පෙනෙනවා.,අහසෙ තරු පෙනනව,Grammar
අද ඉස්කෝලය ඇරලා තියෙන්නේ.,අද ඉස්කෝලය ඇරලා තියෙන්නේ.,no_error
මට ෆොටෝ එකක් ගන්න ඕනේ.,මට පොටෝ එකක් ගන්න ඕනේ,Phonetic
පූසා දුවන්න පන්නනවා.,පූස ඩුවින්න පන්නනව.,spoken_vs_written
ගඟන් බලන්න ගියා.,ගඟන් බලන්න ගියා.,no_error
හරියට වැඩ කරා.,හරියට වැඩ කරා.,no_error
පොඩ්ඩක් ඉන්න බලන්න,පොඩ්ඩක් ඉන්න ඩලන්න,visual_reversal
එයා කඩේට ගියා නේද?,එයා ගියා නේද කඩෙට,grammar
මට තේ එකක් පාට දාන්න.,මට තේ එඩපාට දාන්න.,visual_reversal
පොත මේසය මත තියෙනවා.,පොත මේසේස මත තියෙනව.,Grammar
රුපියල් ලක්ෂයක්,රුපියල ලක්ශයක්,Phonetic
ඔයාලා කවද්ද එන්නේ.,උයාළ කවදද එන්නෙ.,phonetic
අද ඉඳලා ඉස්කෝලේ පටන් ගන්නවා,අද ඉඳළ ඉස්කෝලෙ පටන් ගන්නව,Grammar
මාමා ළඟට යන්න ඕනේ,මාම ලගට යන්න ඕන,phonetic
පොත මේසෙ උඩ තියල තියෙන්නෙ.,පොත මේසෙන් උඩ තියල තියෙන්නෙ.,grammar
පොතේ ලියලා තියෙනවා.,පනේරෙ ලියල තියෙනව,Visual Scrambling
පූසව,පූසව,visual_reversal
තාත්තා ඔෆිස් එකට ගියා.,තාත්තා ඔෆිස් එකට ගියා.,unknown
උදේට කෑම කෑව,උදෙට්ට කෑම කෑව,එ/ඒ
ගඟට යන්න මට අවසර දෙන්න.,ගගට යන්න මට අවසර දෙන්න,Phonetic (G/GG)
සතෙකුට වතුර ටිකක් දෙන්න,සතෙකුට වතුර ටිකක් දෙනන,phonetic_confusion
පොලිසිය හොරු අල්ලන්න ආවා.,පොලීසිය හොරු අල්ලන්න ආවා.,unknown
පූසෝ ගසේ නගිනවා,පූසො ගස්සෙ නගිනව,unknown
කියන්න දෙයක් නෑ.,කියන්න දෙයක් නැ.,unknown
එයා හරි බයයි.,එයා හරි බයයි.,no_error
සතුටුයි මම අද ගෙදර එනවා.,සටුටියි මම අද ගෙදර එනව,phonetic
පාරෙ බල්ලෙක් හිටියා.,පාරෙ බල්ලෙක් හිටිය,Spelling
බත් කෑම කෑව,බඩ කෑම කෑව,බ/ඩ
බල්ලා වහලය උඩ ඉන්නවා.,බල්ලා වහලය උඩ ඉන්නවා.,no_error
මං ගාව පොතක් තියෙනවා.,මං ගාව පොතක් තියෙනව.,grammar
මට පොටෝ එකක් ගන්න ඕන,මට පොටෝ එකක් ගන්න ඔ්න්ය,Spoken vs Written
